session,student_Id,Md_Other,Ds_Other,Md_Aulaweb,Ds_Aulaweb,Md_Blank,Ds_Blank,Md_Deeds,Md_Study,Md_Properties,Ds_Properties,Md_Diagram,Ds_Diagram,Md_TextEditor,Ds_TextEditor,Md_Fsm,Ds_Deeds,Md_FSM
4,76,17.095,93.79299999999999,52.626000000000005,434.49800000000005,0.23,1.167,0.0,0.096,1.4069999999999998,6.915,156.588,877.311,0.0,0.0,0.0,0.0,0.0
4,77,491.36300000000006,2130.564,0.0,0.0,11.728,38.868,0.0,0.0,20.444000000000003,69.398,526.2769999999999,2738.0640000000003,63.062,0.0,0.0,0.0,0.0
4,78,28.683000000000003,339.577,0.7659999999999999,3.46,0.4,2.074,0.0,0.0,44.091,386.276,382.08099999999996,2459.056,0.8740000000000001,0.0,0.0,0.0,0.0
4,79,15.22,76.578,3.7060000000000004,15.658,0.516,3.2439999999999998,0.0,0.016,7.461,30.438000000000002,972.41,4107.786,5.906000000000001,0.0,0.0,0.0,0.0
4,80,18738.874,296786.229,488.972,2724.0370000000003,0.43,3.0010000000000003,0.0,0.0,2.68,10.612,310.469,1143.653,0.062,0.0,0.0,0.0,0.0
4,81,70.847,609.895,30.833000000000002,172.562,38.611999999999995,404.32099999999997,346.168,0.0,6.097,39.683,332.815,1618.408,1.994,0.0,0.0,0.0,0.0
4,82,360.684,5965.984,13.459000000000001,102.23,4.26,46.363,15.404000000000002,0.0,1.7280000000000002,8.316,144.845,1131.116,0.015,0.0,0.0,0.0,0.0
4,83,11.264000000000001,142.007,0.701,2.11,0.75,6.117999999999999,0.0,0.015,3.3080000000000003,7.8839999999999995,618.304,4673.7390000000005,319.939,0.0,0.0,0.0,0.0
4,84,19.493,155.1,0.71,1.0390000000000001,0.205,0.573,0.0,1446.977,17.49,73.857,472.837,2672.1009999999997,25.19,0.0,0.0,0.0,0.0
4,85,74.85,1173.765,349.897,2577.0389999999998,11.667,101.935,20.105,0.016,3.3710000000000004,20.252,650.736,3687.5809999999997,0.0,0.0,0.0,0.0,0.0
4,86,10.593,78.563,3.582,17.256,1.442,17.97,0.0,0.094,15.564,109.536,821.789,4197.712,4772.133,0.0,0.0,0.0,0.0
4,87,20.776,160.585,3.185,13.886,5.6129999999999995,36.079,0.03,648.388,20.13,161.156,236.52900000000002,969.632,0.016,0.0,0.0,0.0,0.0
4,88,7.37,25.307,3.4360000000000004,14.078,9.762,60.083999999999996,0.062,7.329,13.758,81.98100000000001,102.97,367.94,17348.935,0.0,0.0,0.0,0.0
4,89,5241.582,48977.382000000005,0.14400000000000002,0.305,3.341,11.783,0.094,0.0,74.013,495.925,12272.521,78622.854,1712.0,0.0,0.0,0.0,0.0
4,90,4.753,32.174,0.449,2.004,43.666000000000004,306.264,0.0,0.0,0.147,0.39799999999999996,190.64700000000002,829.291,0.046,0.0,0.0,0.0,0.0
4,91,283.27,4425.242,41.586999999999996,234.93,16.245,154.045,0.03,427.793,3.2110000000000003,17.999000000000002,407.754,2023.033,0.0,0.0,0.0,0.0,0.0
4,92,34.066,183.50900000000001,64.789,421.019,1.02,5.6979999999999995,4.898,0.0,26.096,127.3,3237.757,26192.183999999997,0.109,0.0,0.0,0.0,0.0
4,93,14.76,73.35,2414.6679999999997,15957.957,7.501,48.571000000000005,0.015,0.0,6.278,29.697,225.928,960.221,174.30900000000003,0.0,0.0,0.0,0.0
4,94,73.078,864.5980000000001,2.182,9.966000000000001,4.508,28.34,0.0,4755.975,7.042000000000001,28.714000000000002,414.916,1836.808,49.757,0.0,0.0,0.0,0.0
4,95,5.769,37.501999999999995,0.377,1.6909999999999998,4.669,40.423,0.0,0.077,5.987,40.596,117.315,690.94,0.062,0.0,0.0,0.0,0.0
4,96,3.889,22.011,2.867,9.082,0.812,3.4010000000000002,0.015,0.0,11.593,86.666,275.29,860.2919999999999,0.0,0.0,0.0,0.0,0.0
4,97,67.093,748.087,17.463,166.825,1.6880000000000002,16.062,0.0,0.047,44.778,331.667,1053.626,10579.645,0.094,0.0,0.0,0.0,0.0
4,98,226.041,2362.863,657.4910000000001,3199.8259999999996,1.214,3.7260000000000004,0.0,269.553,12.845,73.047,683.934,2815.111,0.0,0.0,0.47,0.0,0.0
4,99,18.125,170.799,1.841,8.345,0.069,0.278,0.28,0.0,9.105,72.081,391.587,1869.9360000000001,0.045,0.0,0.0,0.0,0.0
5,1,5.266,39.493,58.417,428.11699999999996,0.953,9.538,0.23399999999999999,2.064,2.947,13.272,448.97900000000004,2668.9990000000003,202.832,0.0,0.0,0.0,0.0
5,2,15.378,95.46700000000001,4.285,17.692999999999998,0.423,1.595,0.0,0.0,16.657,61.022,334.246,1596.5339999999999,3498.555,0.0,0.0,0.0,0.0
5,3,34.329,312.937,0.35700000000000004,0.9840000000000001,8.96,118.695,0.016,0.0,1.202,4.96,136.645,1252.557,2793.486,0.0,0.0,0.0,0.0
5,4,11.623,96.82,8.706,39.163000000000004,5.756,38.314,1704.474,0.0,103.447,830.691,281.353,1488.192,4703.22,0.0,0.016,0.0,0.0
5,5,9.138,74.055,17.500999999999998,79.759,20.848000000000003,322.137,0.0,0.016,1.359,8.441,115.704,693.324,553.6,0.0,0.0,0.0,0.0
5,6,20.636,324.595,212.197,1912.576,40.949,609.448,0.046,0.0,4.024,15.694,72.788,418.48,0.24600000000000002,0.0,0.0,0.0,0.0
5,7,86.492,1094.055,18538.375,178592.806,0.3,2.2680000000000002,0.138,0.0,6.819,27.238000000000003,600.646,3205.7690000000002,2045.271,0.0,0.0,0.0,0.0
5,8,116.571,1134.057,3.4739999999999998,22.004,1.577,13.722999999999999,0.0,0.0,157.808,1291.734,117.553,872.2339999999999,0.032,0.0,0.0,0.0,0.0
5,9,16.577,93.898,124.794,635.724,123.505,1344.918,0.0,0.0,22.534000000000002,130.755,235.62,1020.49,6052.941,0.0,0.0,0.0,0.0
5,10,24.95,201.3,5.23,35.547,10.18,123.249,309.365,0.032,1.93,11.185,167.761,929.698,4.501,0.0,0.0,0.0,0.0
5,11,60.153999999999996,676.444,111.16799999999999,596.654,17.387,228.535,0.0,0.0,1.061,3.283,132.779,946.796,0.281,0.0,0.0,0.0,0.0
5,12,23.713,145.434,161.914,964.263,145.959,2179.919,0.0,0.095,41.376999999999995,324.74,412.444,2409.471,1844.1960000000001,0.0,0.0,0.0,0.0
5,13,0.47,2.458,3.824,17.764,54.997,485.42400000000004,0.0,1127.822,28.388,222.988,540.919,2544.4829999999997,538.591,0.0,0.0,0.0,0.0
5,14,177.239,2046.346,20.334,86.355,1.9080000000000001,11.782,0.0,0.0,120.61399999999999,562.308,296.585,1789.1770000000001,0.0,0.0,0.0,0.0,0.0
5,15,240.42700000000002,2790.301,171.065,1435.286,5.542999999999999,30.974,0.016,0.0,3.1689999999999996,17.207,313.613,2374.279,6.947,0.0,0.0,0.0,0.0
5,16,81.434,860.1510000000001,1.185,2.241,2.9360000000000004,17.499000000000002,0.078,435.49199999999996,10.832,97.96700000000001,92.027,479.31800000000004,0.002,0.0,0.0,0.0,0.0
5,17,31.46,203.592,88.686,731.283,41.394,486.711,0.0,1481.9720000000002,169.043,750.895,1073.575,5840.007,1276.639,0.0,0.0,0.0,0.0
5,18,2.616,15.98,0.162,0.435,29.090999999999998,351.37199999999996,0.077,0.0,4403.423,27026.022,34.383,142.078,0.048,0.0,0.0,0.0,0.0
5,19,26.503,146.657,169.56599999999997,160.653,0.853,4.538,0.047,0.0,1.402,7.905,139.711,389.24199999999996,289.682,0.0,0.0,0.0,0.0
5,20,9.148,93.184,3.571,12.806,18.641,275.325,0.0,0.0,3.1860000000000004,17.312,224.665,1445.5539999999999,0.0,0.0,0.0,0.0,0.0
5,22,11.054,60.924,10.450999999999999,40.811,3.908,42.273,1325.1229999999998,0.0,0.885,3.574,448.084,1777.4579999999999,0.0,0.0,0.0,0.0,0.0
5,23,49.525,389.745,1876.6229999999998,15700.071000000002,2.128,11.854000000000001,8.596,0.0,4.29,10.94,373.848,1747.2979999999998,2.031,0.0,0.0,0.0,0.0
5,24,148.988,1023.452,79.62899999999999,353.462,3.6289999999999996,28.555999999999997,0.0,0.016,23.614,144.328,83.794,364.211,0.36,0.0,0.0,0.0,0.0
5,27,5.8839999999999995,42.403,157.293,708.665,2.134,19.847,0.016,25.3,17.784000000000002,131.687,276.64099999999996,1176.0810000000001,1391.3129999999999,0.0,0.0,0.0,0.0
5,28,-1031399.1440000001,10026066.421,-590488.175,2533475.852,-260298.38,2455075.0130000003,0.062,0.0,-76676.229,573941.815,-18362885.142,173653285.54400003,-2310692134.875,4002236178.3609996,0.0,0.0,0.0
5,29,5.9670000000000005,73.069,0.165,0.654,0.19699999999999998,0.609,0.0,0.0,3.679,34.228,74.77,410.98400000000004,65.506,0.0,0.0,0.0,0.0
5,30,20.776,136.606,1095.0839999999998,6494.044,18.688,198.356,0.0,0.0,128.144,816.488,517.189,3136.886,13414.122,0.0,0.0,0.0,0.0
5,31,21.576,107.50200000000001,2.727,11.105,2.661,23.264,0.0,0.156,2.0,8.141,261.1,1142.121,0.0,0.0,0.0,0.0,0.0
5,32,8.394,54.827,3.844,23.363000000000003,0.532,6.16,0.0,0.047,5.325,38.510999999999996,808.477,6556.308000000001,9.657,0.0,0.0,0.0,0.0
5,34,19.46,85.802,152.409,863.5939999999999,151.516,1258.675,0.0,0.0,19.445999999999998,138.441,405.918,4562.661,161323.682,0.0,0.0,0.0,0.0
5,35,9.262,46.253,6.749,35.593,9.394,69.464,0.0,22.805999999999997,18.287,87.522,313.671,3351.659,6622.559,0.0,0.0,0.0,0.0
5,36,51.70399999999999,405.941,120.993,506.163,0.247,1.517,0.0,9.283,35.061,185.601,269.748,1010.6439999999999,0.0,0.0,0.0,0.0,0.0
5,37,21.829,126.794,0.225,0.563,247.58599999999998,3023.7659999999996,1.44,0.032,174.925,847.215,288.444,1375.507,4051.3379999999997,0.0,0.0,0.0,0.0
5,38,49.31100000000001,419.464,43.202,275.193,20.546,157.406,1.324,9.253,0.223,0.636,117.345,400.31800000000004,1.9809999999999999,0.0,0.0,0.0,0.0
5,39,100.993,923.946,3.735,23.034000000000002,2.572,33.162,0.0,0.0,33.687,283.39799999999997,619.126,3421.821,22120.732999999997,0.0,0.047,0.0,0.0
5,40,5.7620000000000005,17.682000000000002,20.155,101.382,0.057,0.212,0.015,276.599,11.681,24.368000000000002,298.755,1918.162,0.22,0.0,0.0,0.0,0.0
5,41,56.928000000000004,397.30300000000005,3.062,10.799000000000001,13.911,167.283,0.0,1040.377,6.382000000000001,44.141999999999996,193.72299999999998,694.316,0.0,0.0,0.0,0.0,0.0
5,42,32.458,343.153,6.155,38.719,2.815,19.097,0.0,0.015,12.95,79.902,625.273,3646.998,0.064,0.0,0.0,0.0,0.0
5,44,0.821,5.945,14.155,116.751,0.951,7.635,0.0,0.0,0.878,5.247000000000001,223.925,1127.0410000000002,1128.11,0.0,0.0,0.0,0.0
5,45,30.791,84.906,36.464,82.054,7.6770000000000005,29.255,0.5920000000000001,0.03,5.975,25.328000000000003,434.715,2455.604,0.0,0.0,0.0,0.0,0.0
5,47,13722.292,314987.37899999996,28.214000000000002,134.031,0.95,10.264000000000001,0.0,9585.539,5.2170000000000005,19.232,331.574,2446.742,0.0,0.0,2.325,0.0,0.0
5,48,130.759,1123.1,19.628,63.402,26.458000000000002,232.81400000000002,0.0,0.0,3.574,18.008,355.42400000000004,2398.367,5149.492,0.0,0.0,0.0,0.0
5,49,17.041,132.981,18.339000000000002,148.361,2.52,23.351,0.0,0.016,1.567,8.183,330.51199999999994,1690.4379999999999,2560.5820000000003,0.0,0.0,0.0,0.0
5,50,40.25,167.229,120.479,414.79400000000004,3.801,17.160999999999998,0.6559999999999999,0.0,5.815,27.878,2868.927,26402.063,1672.0639999999999,0.0,0.0,0.0,0.0
5,51,5.136,32.898,2.272,16.477999999999998,0.268,1.676,0.0,0.0,68.834,272.829,311.639,1469.1029999999998,7380.429,0.0,0.0,0.0,0.0
5,52,11.705,69.847,82.815,361.13199999999995,1.236,7.2139999999999995,0.0,0.0,23.392,108.194,282.566,1555.725,6.959,0.0,0.0,0.0,0.0
5,53,6.944,53.915,339.772,1828.731,4.62,41.269,0.0,360.51800000000003,11.665,65.274,509.825,3284.058,0.0,0.0,0.0,0.0,0.0
5,54,83.41,897.5939999999999,11.957,64.942,1.5619999999999998,11.818,0.031,0.0,64.528,472.31199999999995,185.31799999999998,1158.92,0.563,0.0,0.048,0.0,0.0
5,55,10.940999999999999,90.02799999999999,6.702000000000001,23.046,150.634,2284.9320000000002,0.015,74.527,3031.276,23438.746,384.73199999999997,2287.599,0.0,0.0,0.0,0.0,0.0
5,56,7.6739999999999995,54.385,5.398,33.969,46.076,722.235,0.0,1446.89,18.669,196.93900000000002,489.851,3999.597,0.322,0.0,0.0,0.0,0.0
5,59,40.434,361.06199999999995,85.28299999999999,711.273,19.269000000000002,284.405,0.0,0.0,17.051,62.123000000000005,2370.409,19617.008,0.157,0.0,0.0,0.0,0.0
5,60,16.484,149.11,9.635,30.494,0.242,1.443,0.0,0.0,9.732999999999999,58.486999999999995,654.479,3932.511,0.0,0.0,0.0,0.0,0.0
5,61,16.987000000000002,136.236,49.532,332.316,8.212,92.50299999999999,0.11,496.55800000000005,4.383,32.365,93.934,619.955,2484.685,0.0,0.078,0.0,0.0
5,63,72.98100000000001,478.05,11.42,92.132,6.022,72.236,0.002,0.016,7.152,46.57899999999999,604.5,5173.501,2971.6,0.0,0.0,0.0,0.0
5,64,20.715,67.175,42.949,148.33700000000002,6.426,54.832,0.0,7.875,27.25,100.758,204.946,858.2360000000001,0.016,0.0,0.0,0.0,0.0
5,65,80.467,500.782,0.408,1.14,23.151,190.75599999999997,0.0,0.14,8.972000000000001,66.488,380.68,4527.204000000001,1639.362,0.0,0.0,0.0,0.0
5,66,187.86900000000003,2350.7529999999997,3.032,17.278,12.22,115.257,0.5,0.0,1.2570000000000001,4.374,209.99400000000003,1701.869,1.56,0.0,0.0,0.0,0.0
5,67,229.827,1752.3629999999998,65.308,686.688,17.373,174.671,0.0,0.0,4.447,38.332,750.378,3594.784,45.872,0.0,0.0,0.0,0.0
5,68,23.279,131.327,17.121,94.869,0.449,2.242,0.0,0.016,10.47,49.09,610.249,4225.2429999999995,927.602,0.0,0.0,0.0,0.0
5,69,87.92200000000001,351.325,30.22,83.17200000000001,792.243,5647.834,0.0,0.0,60.118,361.51199999999994,2747.5820000000003,23068.807,828.89,0.0,0.0,0.0,0.0
5,70,10.173,80.689,2.2319999999999998,7.184,2.948,22.139,0.0,0.0,17.759,119.21700000000001,625.1669999999999,5133.981,62070.933,0.0,0.0,0.0,0.0
5,71,198.253,2100.564,5.29,26.881999999999998,1.8130000000000002,13.443,0.485,0.0,0.39899999999999997,1.0070000000000001,56.523999999999994,200.72400000000002,1.3319999999999999,0.0,0.0,0.0,0.0
5,72,11.505,85.839,1.722,9.022,10.146,98.523,0.0,0.062,3.576,15.261,426.48900000000003,2717.7740000000003,0.111,0.0,0.0,0.0,0.0
5,74,35.041,474.45599999999996,5.218999999999999,28.199,16.045,248.864,0.188,6.015,9.339,67.722,163.015,1517.513,5613.118,0.0,0.0,0.0,0.0
5,75,19.649,139.441,5.297000000000001,30.233,0.138,0.55,0.233,0.031,9.142000000000001,35.102,132.986,660.831,0.0,0.0,0.0,0.0,0.0
5,76,15.49,83.1,43.593,395.52099999999996,0.187,1.051,0.0,0.03,1.34,6.752000000000001,210.673,1379.506,0.0,0.0,0.0,0.0,0.0
5,78,23.41,301.711,0.627,3.073,0.785,4.552,0.062,0.0,43.236999999999995,382.519,317.655,2189.956,175131.608,0.0,0.0,0.0,0.0
5,79,13.97,72.684,3.695,15.112,1033.647,10834.65,0.8740000000000001,0.062,6.729,28.941,987.867,4360.468,18.232,0.0,0.0,0.0,0.0
5,80,13925.098999999998,255770.00100000002,374.592,2386.846,4.295,48.778999999999996,0.0,0.016,2.596,10.372,326.027,1293.606,2212.715,0.0,0.0,0.0,0.0
5,81,51.821999999999996,518.844,25.874000000000002,153.509,30.388,354.405,0.0,82.221,5.462999999999999,37.571999999999996,284.51099999999997,1428.384,3703.157,0.0,0.0,0.0,0.0
5,82,303.73400000000004,5465.281999999999,10.562999999999999,88.587,3.346,40.43,0.03,0.0,1.713,8.27,186.53900000000002,1286.0910000000001,1.284,0.0,0.0,0.0,0.0
5,83,9.66,129.465,0.5720000000000001,1.899,0.937,7.056,0.0,0.016,2.55,6.928999999999999,475.535,3993.902,0.26899999999999996,0.0,0.0,0.0,0.0
5,85,60.156000000000006,1050.587,274.85,2283.53,8.676,87.91799999999999,0.0,0.03,2.495,17.364,533.884,3199.909,0.015,0.0,0.0,0.0,0.0
5,86,7.854,67.447,2.947,15.38,1.193,15.804,0.0,0.0,15.079,107.346,768.1439999999999,3778.7909999999997,1568.753,0.0,0.0,0.0,0.0
5,87,17.545,147.667,2.779,12.988,5.861000000000001,37.96,0.0,76.495,19.180999999999997,157.33,206.644,869.817,956.138,0.0,0.0,0.0,0.0
5,88,7.412999999999999,24.748,3.389,13.985,7.2829999999999995,51.143,1.062,0.0,12.140999999999998,76.811,384.24800000000005,2065.401,0.514,0.0,0.0,0.0,0.0
5,89,4095.627,41936.827000000005,0.14400000000000002,0.305,3.341,11.783,0.0,0.0,70.544,484.35400000000004,10214.692,70745.915,2629.0,0.0,0.0,0.0,0.0
5,90,28.629,468.905,0.449,2.004,35.626,276.999,0.0,0.0,0.129,0.376,149.054,727.2339999999999,29.695,0.0,0.0,0.0,0.0
5,91,271.694,4258.102,39.509,229.011,14.17,141.845,0.064,0.0,3.0810000000000004,17.64,413.089,1935.995,0.032,0.0,0.0,0.0,0.0
5,92,33.133,176.795,57.29600000000001,396.027,0.884,5.296,0.0,0.047,31.115,138.724,2833.5029999999997,24186.835,0.0,0.0,0.0,0.0,0.0
5,93,13.140999999999998,69.179,2050.228,14705.098999999998,6.483,45.196999999999996,0.0,0.046,4.947,25.985,189.283,844.207,31286.165,0.0,0.0,0.0,0.0
5,94,70.432,848.716,2.0469999999999997,9.588,4.0889999999999995,26.706,0.0,0.0,6.617000000000001,27.862,445.18,1958.065,879.8530000000001,0.0,0.0,0.0,0.0
5,95,4.962,34.711,0.306,1.411,3.725,36.015,4.056,0.045,5.013999999999999,36.95,172.013,1226.351,0.016,0.0,0.016,0.0,0.0
5,96,3.49,20.805999999999997,2.648,8.454,0.693,3.089,0.0,0.0,10.692,83.221,400.691,2110.344,0.0,0.0,0.0,0.0,0.0
5,98,185.313,2095.326,657.4910000000001,3199.8259999999996,0.945,3.258,0.0,0.547,11.42,68.95100000000001,660.279,2749.4,28.293000000000003,0.0,0.47,0.0,0.0
5,99,17.916,164.364,2.176,8.498,9.502,59.82899999999999,0.0,0.0,8.365,69.057,366.046,1737.4229999999998,15778.122,0.0,0.0,0.0,0.0
5,100,54.62,302.315,24.544,94.02600000000001,17.605999999999998,171.324,0.0,0.0,1.5290000000000001,8.321,184.829,747.443,79.546,0.0,0.0,0.0,0.0
5,101,16.469,118.76799999999999,24.354,92.537,0.353,2.0709999999999997,0.0,0.016,0.016,0.059000000000000004,371.351,2060.783,0.0,0.0,0.0,0.0,0.0
5,102,16.194000000000003,96.51700000000001,5.071000000000001,13.921,3.0439999999999996,35.441,0.0,0.0,6.7170000000000005,46.16,150.588,1063.943,17277.949,0.0,0.0,0.0,0.0
5,103,55.293,295.314,2.15,5.704,36.791,312.122,0.0,1.329,0.865,2.923,187.94400000000002,1182.249,23.958000000000002,0.0,0.0,0.0,0.0
5,104,80.778,758.7860000000001,50.74,232.61,2.906,16.789,0.09300000000000001,0.25,2.0669999999999997,9.424,226.511,887.0889999999999,0.9390000000000001,0.0,0.0,0.0,0.0
6,1,4.168,34.303000000000004,50.151,395.06199999999995,2.439,26.525,0.016,0.0,24.424,324.177,442.545,2639.7059999999997,0.03,0.0,0.0,0.0,0.0
6,2,16.597,89.309,113.311,638.177,0.466,1.886,0.172,1.996,16.12,57.001999999999995,319.053,1560.954,15.583,0.0,0.0,0.0,0.0
6,4,10.62,92.337,8.014,37.459,17.884,210.632,0.03,0.0,39.260999999999996,458.19,276.053,1467.864,2221.911,0.0,0.016,0.0,0.0
6,5,7.337000000000001,64.19800000000001,17.500999999999998,79.759,16.874000000000002,289.349,0.0,0.015,4.362,31.741999999999997,132.872,757.2669999999999,0.14,0.0,0.0,0.0,0.0
6,6,76.405,946.073,177.32299999999998,1747.7079999999999,36.465,553.8290000000001,0.0,0.047,27.104,168.74200000000002,70.679,412.286,0.09300000000000001,0.0,0.0,0.0,0.0
6,7,72.277,978.813,15411.059,162739.505,1.054,9.424,0.0,0.218,25.923000000000002,225.644,565.203,3096.6490000000003,0.062,0.0,0.0,0.0,4738.19
6,9,19.221,111.285,104.72200000000001,583.506,107.324,1186.627,0.062,0.0,78.002,644.5219999999999,225.053,988.66,12.444,0.0,0.0,0.0,0.031
6,10,137.359,1659.125,6.109,36.606,63.382,1007.3480000000001,0.0,8843.439,14.786,188.16,164.31900000000002,917.704,0.0,0.0,0.0,0.0,20.983
6,11,48.339,599.74,108.49,589.582,12.630999999999998,193.72299999999998,0.0,0.0,35.518,305.244,128.945,932.6619999999999,0.0,0.0,0.0,0.0,0.0
6,12,35.29,279.106,154.833,928.997,179.317,2183.846,0.0,0.0,60.714,382.285,402.129,2371.609,37.137,0.0,0.0,0.0,1.591
6,13,1816.604,16373.992,2.576,14.415,36.03,391.069,0.0,5424.565,14.610999999999999,140.635,532.285,2484.654,496.064,0.0,0.0,0.0,0.016
6,14,132.72,1746.48,18.28,81.822,2.089,11.720999999999998,0.0,0.0,126.96700000000001,695.7389999999999,286.718,1753.855,0.0,0.0,0.0,0.0,0.0
6,15,204.7,2572.181,160.375,1389.7479999999998,7.124,52.883,0.28,0.0,7.731,35.842,303.995,2331.75,0.124,0.0,0.0,0.0,314.81
6,16,66.227,771.482,1.09,2.144,2.229,15.248,0.0,1.923,7.57,70.589,97.163,477.221,0.0,0.0,0.0,0.0,11204.278
6,17,24.138,177.033,73.753,666.882,74.929,796.2719999999999,0.094,1411.879,153.934,779.753,1026.4660000000001,5699.38,45.422,0.0,0.0,0.0,0.0
6,18,5.468999999999999,53.791000000000004,1.396,9.204,22.912,306.757,0.0,0.08,1100.96,13339.008999999998,36.535,146.53,0.609,0.0,0.0,0.0,0.0
6,19,21.246,129.444,169.56599999999997,160.653,1.091,5.142,0.0,0.0,1.7009999999999998,8.832,133.735,381.57099999999997,1.17,0.0,0.0,0.0,159.658
6,20,8.565,85.914,3.43,12.485,15.561,250.90599999999998,278.508,0.016,2.955,15.487,227.02200000000002,1427.816,0.094,0.0,0.0,0.0,11.043
6,24,117.306,909.049,77.28,327.58,5.917999999999999,45.478,0.0,81.01,30.502,187.52,80.187,356.565,3.1719999999999997,0.0,0.0,0.0,0.0
6,25,10.083,56.553000000000004,126.071,698.7669999999999,2.673,23.643,0.0,0.015,35.41,267.966,5219.505,46635.629,6453.213000000001,0.0,0.0,0.0,31.519000000000002
6,27,13.184000000000001,107.10700000000001,197.4,714.4119999999999,2.6189999999999998,19.139,0.0,4147.015,115.105,885.461,268.095,1149.415,0.22,0.0,0.0,0.0,125.257
6,28,-858985.954,9155138.593,-513464.24700000003,2368985.05,-193964.23899999997,2121159.44,1.591,0.0,-20808.526,299247.503,-16977006.093,167010278.0,0.077,0.0,0.0,0.0,0.0
6,29,4.806,65.221,0.15,0.606,0.16699999999999998,0.5529999999999999,0.0,5.968999999999999,19.236,181.69799999999998,73.509,404.15,5.747999999999999,0.0,0.0,0.0,0.154
6,30,18.351,126.61200000000001,992.18,6186.55,16.407,185.476,0.063,0.016,108.52600000000001,664.205,503.03,3093.947,8.39,0.0,0.0,0.0,2.695
6,32,6.862,48.756,3.068,20.901999999999997,0.485,5.405,0.109,0.0,3.923,34.513000000000005,780.3,6425.588000000001,1.912,0.0,0.0,0.0,0.0
6,34,32.979,218.24900000000002,143.942,839.7189999999999,137.19899999999998,1198.065,0.0,0.0,15.043,117.649,396.629,4510.321,0.0,0.0,0.0,0.0,170214.236
6,35,30.581,349.642,1688.9360000000001,16221.184,6.957999999999999,59.793,0.0,0.0,14.359000000000002,73.309,297.005,3260.3379999999997,15.247,0.0,0.0,0.0,0.0
6,36,55.013999999999996,396.57800000000003,120.993,506.163,1.3430000000000002,6.66,0.001,154.07299999999998,115.664,1190.255,263.995,1000.35,0.0,0.0,0.0,0.0,13722.821000000002
6,37,13.025,92.353,0.655,2.468,202.00799999999998,2708.772,0.0,2076.481,50.542,436.06300000000005,272.182,1336.0620000000001,82.831,0.0,0.0,0.0,0.0
6,38,41.956,376.334,122.55799999999999,731.2080000000001,18.662,149.839,0.0,0.047,117.12700000000001,1286.624,110.305,388.945,6.162999999999999,0.0,0.0,0.0,0.0
6,39,82.899,825.6439999999999,3.073,20.649,2.211,29.904,0.0,0.0,23.734,214.733,600.275,3368.7009999999996,3.333,0.0,0.047,0.0,0.0
6,41,45.475,353.81699999999995,6.632999999999999,28.726,24.014,300.39099999999996,0.0,530.259,6.667000000000001,36.025,155.249,618.019,3.617,0.0,0.0,0.0,0.0
6,42,25.599,302.597,67.766,477.13800000000003,2.447,17.703,0.0,0.14300000000000002,8.995,63.158,608.442,3597.9240000000004,0.0,0.0,0.0,0.0,0.094
6,44,0.706,5.322,12.149000000000001,102.12200000000001,0.82,7.066,0.0,0.0,29.654,439.505,222.99,1118.569,0.031,0.0,0.0,0.0,10.751
6,46,22.476999999999997,220.36900000000003,75.702,541.563,0.166,1.1159999999999999,0.015,0.079,8.574,65.122,389.05199999999996,2166.854,0.0,0.0,0.0,0.0,0.0
6,47,12345.788,298766.89,25.943,128.649,0.7959999999999999,8.959,0.0,0.032,5.018,30.555,315.694,2377.779,83.04,0.0,2.325,0.0,51169.475999999995
6,48,169.958,1460.134,19.628,63.402,22.346,212.486,0.0,0.0,5.629,32.052,342.588,2354.456,5049.798,0.0,0.0,0.0,0.0
6,49,12.905,115.182,20.925,140.88,9.57,106.969,0.0,0.0,5.468,46.559,325.161,1675.8329999999999,0.375,0.0,0.0,0.0,0.0
6,50,89.853,745.095,230.429,1050.542,60.471000000000004,591.379,0.031,0.046,9.804,45.193999999999996,2776.013,25973.013,139.037,0.0,0.0,0.0,137.495
6,51,4.648,31.168000000000003,28.351999999999997,283.09,0.51,3.2239999999999998,0.0,0.0,41.738,204.62599999999998,300.443,1443.306,0.008,0.0,0.0,0.0,0.0
6,52,12.970999999999998,69.515,82.815,361.13199999999995,1.0490000000000002,6.577000000000001,0.594,0.39,159.262,2026.619,265.639,1509.431,30.557,0.0,0.0,0.0,0.0
6,53,6.182,50.571999999999996,339.772,1828.731,4.8839999999999995,39.946,0.0,0.0,12.774000000000001,77.824,480.026,3179.1209999999996,0.0,0.0,0.0,0.0,0.0
6,54,80.048,807.0139999999999,49.758,260.717,1.368,10.993,0.0,393.79,53.729,364.70099999999996,176.445,1131.1680000000001,5.766,0.0,0.048,0.0,0.0
6,56,8.845,54.062,6.51,32.08,39.285,666.426,0.0,0.0,14.607999999999999,141.654,474.936,3938.724,0.0,0.0,0.0,0.0,13.323
6,57,122.321,663.047,1593.72,6363.849,56.858999999999995,392.02,0.0,0.0,41.955,317.38,419.92,2494.075,733.305,0.0,0.0,0.0,10.265999999999998
6,59,52.371,482.18,95.08200000000001,677.416,16.538,263.318,0.0,0.23399999999999999,12.581,49.861000000000004,2293.804,19296.491,0.40700000000000003,0.0,0.0,0.0,0.047
6,60,27.258000000000003,216.532,8.677999999999999,28.458000000000002,0.213,1.2819999999999998,0.0,0.47,6.204,46.5,626.962,3850.632,0.0,0.0,0.0,0.0,0.0
